income,balance,student,default
35201.65,1417.55,No,Yes
27260.2,114.99,No,No
20275.15,716.38,No,No
14242.3,1051.45,Yes,Yes
42403.04,1119.34,Yes,Yes
41225.5,838.54,No,Yes
41217.3,1097.75,Yes,Yes
31801.07,444.07,No,Yes
52281.29,1588.94,Yes,Yes
27060.31,1315.51,No,Yes
46257.43,184.81,No,No
33000.29,315.33,No,No
25403.43,328.96,No,No
41419.58,1163.31,Yes,No
38980.32,213.93,No,No
38277.95,675.25,No,No
34601.01,1055.32,Yes,Yes
33011.62,803.36,No,Yes
65370.72,960.6,No,No
49311.43,319.83,No,No
43157.34,1123.11,No,Yes
35008.07,538.75,No,No
46949.46,678.35,No,Yes
40425.5,950.36,Yes,No
33866.49,885.23,No,Yes
29468.36,846.97,No,Yes
32437.81,472.28,No,No
800.0,690.47,No,Yes
36325.78,836.43,No,No
27002.19,170.23,No,No
54758.44,611.64,No,No
33774.99,1022.89,No,Yes
17659.79,217.46,Yes,Yes
32851.75,1394.82,No,Yes
19564.88,1449.49,No,Yes
39830.83,233.08,No,No
37397.36,1492.06,Yes,Yes
46291.71,765.92,No,No
22969.01,1037.81,No,Yes
33970.57,595.13,No,No
15311.7,1281.86,Yes,Yes
42872.84,1031.8,No,Yes
40437.18,441.56,Yes,No
40129.55,271.75,No,No
33538.59,129.01,Yes,No
39048.83,926.28,No,Yes
54914.07,1112.28,Yes,Yes
29714.7,1150.25,Yes,Yes
35366.11,778.3,Yes,Yes
19031.33,275.72,No,No
21937.0,505.44,No,Yes
34821.54,1392.77,No,Yes
48240.16,600.95,No,No
30098.98,904.74,No,Yes
30370.58,315.07,No,No
28090.37,998.18,Yes,No
26384.95,613.98,No,No
37451.03,1341.68,No,Yes
13548.07,1209.55,No,Yes
50600.89,595.59,Yes,No
24642.26,774.1,Yes,Yes
43145.03,568.79,Yes,No
16579.03,148.78,No,No
42437.32,420.62,Yes,No
42478.73,931.25,No,No
38641.1,992.7,No,Yes
20254.31,907.22,No,Yes
36845.22,689.42,Yes,No
17738.58,1286.7,Yes,Yes
30145.9,866.11,No,No
47246.28,1175.54,No,No
44142.61,0.0,No,Yes
33719.49,0.0,No,No
20516.0,972.64,No,No
42127.2,146.2,No,No
33775.49,732.6,No,No
2570.95,689.24,No,Yes
43954.93,1603.21,Yes,Yes
33193.81,1028.85,Yes,No
49554.09,915.6,Yes,No
18909.38,1240.23,Yes,Yes
800.0,1013.62,No,Yes
37239.14,613.99,No,Yes
37405.58,1353.65,No,Yes
10968.51,298.57,No,No
20466.75,991.73,Yes,Yes
70263.34,86.8,No,No
29441.07,934.02,Yes,No
43265.8,928.72,No,Yes
24839.15,1646.29,No,Yes
5638.63,78.38,No,No
31246.27,544.71,No,Yes
29974.63,1233.31,Yes,Yes
28183.82,997.57,No,No
31988.04,922.59,Yes,No
37041.55,372.88,Yes,No
31514.89,549.59,No,Yes
16658.95,1437.61,Yes,Yes
40001.25,810.45,No,Yes
7518.23,1016.94,No,Yes
6171.38,779.65,No,No
43375.45,263.1,Yes,No
40279.13,1287.06,No,Yes
32751.52,1078.79,No,Yes
14905.9,1950.63,No,Yes
24075.59,344.12,No,No
30012.75,1233.26,No,No
12232.56,200.96,No,No
23660.57,911.48,No,No
42217.13,1307.72,Yes,Yes
52552.97,0.0,No,No
27923.0,736.24,No,No
43606.29,562.94,No,No
7989.18,495.83,Yes,No
42312.1,1021.7,No,No
22794.74,1377.46,No,Yes
37616.07,770.9,No,Yes
30212.73,934.77,Yes,Yes
51127.36,890.66,No,No
21854.65,836.24,No,No
41887.39,308.44,No,No
29789.21,1371.54,No,Yes
31405.68,978.16,No,No
31064.94,1026.38,No,No
22238.26,445.25,No,No
33328.96,613.24,Yes,No
32681.46,750.17,No,Yes
36734.42,93.3,Yes,No
34644.05,18.85,Yes,No
44159.85,544.78,No,No
45833.83,1088.12,No,No
19504.84,519.44,No,Yes
45103.82,342.56,No,Yes
17694.83,441.3,No,No
41357.23,615.12,Yes,No
41782.46,664.2,Yes,No
8025.77,1882.85,No,Yes
34757.06,1345.5,Yes,No
27268.67,1331.06,No,Yes
23397.35,1400.62,No,Yes
51533.32,352.23,No,No
24798.88,244.1,No,No
22762.35,299.97,Yes,No
34526.54,1480.88,No,Yes
42660.71,570.69,Yes,No
31627.83,230.08,No,No
49072.88,626.89,Yes,Yes
40598.62,719.95,No,Yes
4466.2,965.2,No,Yes
26455.5,956.76,No,No
26023.71,434.77,No,No
39910.24,1167.03,No,No
800.0,526.19,No,Yes
67513.14,759.78,No,No
40599.3,1167.57,No,Yes
35502.57,524.91,No,No
49275.57,559.97,No,No
64774.31,1121.57,No,No
45130.15,420.48,Yes,No
46171.32,649.24,No,No
35260.01,1104.19,No,Yes
31629.47,1828.96,No,Yes
27171.32,1128.21,No,Yes
22499.14,1063.99,No,Yes
24354.29,1092.12,No,Yes
15504.64,316.26,No,No
32505.1,891.29,No,No
11048.59,820.97,No,Yes
36063.25,990.92,No,Yes
33032.46,891.73,No,No
35476.68,1019.03,Yes,Yes
26553.33,684.71,No,Yes
74000.0,863.72,No,Yes
51656.87,241.46,No,No
16918.54,680.63,No,No
36622.76,1508.13,No,Yes
25408.02,989.58,No,Yes
19986.88,825.25,No,No
15644.46,1752.54,No,Yes
39281.47,177.12,No,No
24429.43,298.72,No,Yes
46424.9,1663.83,No,Yes
46771.07,857.6,No,No
51840.9,718.03,No,No
22148.72,255.3,No,No
39856.95,1051.93,Yes,Yes
41952.04,1098.73,No,No
27192.89,305.95,No,No
23223.88,767.52,No,No
54983.18,673.08,Yes,No
36551.11,959.19,No,Yes
41998.9,293.98,Yes,No
22552.97,1440.95,No,Yes
17255.4,1278.36,No,Yes
25922.25,659.7,No,Yes
31862.93,730.69,No,No
19323.5,769.38,No,No
33385.7,458.89,Yes,No
10997.41,620.88,No,No
18578.93,704.64,No,No
42464.94,1615.53,No,Yes
41569.75,1293.26,No,Yes
28290.54,1287.47,No,Yes
19943.08,1014.31,No,Yes
19814.52,294.91,No,No
28538.72,815.3,No,No
42112.94,1304.8,No,Yes
45897.01,226.73,Yes,No
26894.76,1143.28,No,Yes
18132.87,1958.84,No,Yes
37089.23,1348.98,Yes,Yes
22533.51,1519.35,Yes,Yes
26605.06,940.98,Yes,Yes
51192.21,1303.57,No,Yes
44548.24,488.14,No,No
35623.9,1220.34,No,Yes
16553.42,1151.9,Yes,Yes
36336.4,975.6,No,No
47689.66,1471.94,No,Yes
28507.17,574.75,Yes,No
51536.81,744.89,No,No
50758.34,881.55,No,No
55706.2,337.34,No,No
37588.03,945.14,No,No
41351.04,3.91,Yes,No
52378.02,1341.79,No,No
39483.89,857.93,Yes,No
26832.04,583.41,Yes,No
27534.78,431.78,No,No
36698.61,721.9,No,No
16304.78,1168.29,Yes,No
31606.36,1100.32,Yes,No
48141.65,494.09,No,No
4292.25,426.13,No,No
53982.39,1153.12,No,No
48486.1,485.96,No,Yes
27385.12,864.35,Yes,Yes
40764.2,895.23,No,Yes
33558.98,986.32,Yes,No
49921.38,1250.52,No,No
46623.05,224.46,Yes,No
14844.26,0.0,No,Yes
41349.32,560.89,No,No
30774.54,1706.79,No,Yes
34621.74,1813.52,Yes,Yes
23805.37,1721.13,No,Yes
56831.9,742.02,No,No
47388.3,0.0,No,No
23650.67,0.0,No,No
15717.3,538.35,No,No
28373.28,739.56,No,Yes
39311.96,1464.5,No,Yes
36720.63,1255.14,No,Yes
50230.03,945.37,Yes,No
44052.16,404.94,Yes,No
46448.14,370.63,No,No
37876.27,958.29,No,Yes
14987.92,1172.54,No,Yes
30906.97,1024.93,No,Yes
47655.42,334.92,No,No
32829.84,1150.1,No,Yes
40226.72,1041.39,No,Yes
29265.85,317.48,No,No
19782.4,455.99,No,No
31871.96,1168.4,No,No
37638.77,721.94,No,Yes
24772.09,1604.06,No,No
30373.32,1077.77,No,No
20987.38,599.98,No,No
48444.37,830.43,No,No
29589.84,866.03,Yes,Yes
52892.4,483.04,Yes,No
53905.91,393.94,No,No
32436.09,1174.64,No,Yes
20067.32,1244.24,Yes,Yes
5697.38,1127.43,No,Yes
13884.44,1568.34,No,Yes
15194.16,573.31,Yes,No
51901.65,1645.23,No,Yes
35061.75,399.59,No,No
38713.16,345.52,Yes,Yes
3903.25,0.0,No,No
17539.72,619.73,No,Yes
45347.98,591.71,No,No
37341.71,1089.77,No,Yes
31553.72,953.34,Yes,Yes
41050.3,258.32,No,No
55333.64,645.4,No,No
30568.96,655.69,Yes,No
34442.19,0.0,No,No
36085.67,360.88,Yes,No
65420.57,462.52,No,No
5517.89,1528.83,Yes,Yes
42629.15,927.98,No,No
31985.88,1155.67,No,No
41076.03,110.47,No,No
24749.62,1413.02,No,Yes
32863.95,1464.73,No,Yes
43005.08,0.0,No,No
74000.0,494.2,Yes,No
44293.78,1075.18,No,No
22206.35,1147.07,No,No
